image_id,top_category,top_score
test_01573_img.jpg,XMM Newton,0.985777
test_02058_img.jpg,Proba2,0.985775
test_04254_img.jpg,XMM Newton,0.985758
test_04713_img.jpg,Proba2,0.985758
test_01798_img.jpg,Proba2,0.985737
test_02015_img.jpg,XMM Newton,0.985733
test_04429_img.jpg,Cheops,0.985622
test_01433_img.jpg,ObservationSat1,0.985595
test_03580_img.jpg,Cheops,0.985463
test_00897_img.jpg,Proba2,0.985461
test_00959_img.jpg,Cheops,0.985446
test_02413_img.jpg,Proba3,0.985438
test_02247_img.jpg,Proba3,0.985379
test_03002_img.jpg,LisaPathfinder,0.985371
test_00917_img.jpg,ObservationSat1,0.985358
test_04849_img.jpg,XMM Newton,0.985328
test_00438_img.jpg,Proba2,0.985327
test_00196_img.jpg,Proba2,0.985318
test_00355_img.jpg,Smart1,0.985314
test_04434_img.jpg,Cheops,0.985299
test_01675_img.jpg,ObservationSat1,0.985243
test_00500_img.jpg,XMM Newton,0.985233
test_01358_img.jpg,Smart1,0.985196
test_01831_img.jpg,ObservationSat1,0.985169
test_02887_img.jpg,ObservationSat1,0.985158
test_00395_img.jpg,Proba2,0.985140
test_02843_img.jpg,XMM Newton,0.985128
test_00411_img.jpg,Cheops,0.985100
test_04090_img.jpg,ObservationSat1,0.985082
test_03337_img.jpg,LisaPathfinder,0.985082
test_01508_img.jpg,XMM Newton,0.985081
test_02399_img.jpg,ObservationSat1,0.985080
test_02262_img.jpg,Proba2,0.985015
test_00698_img.jpg,ObservationSat1,0.985000
test_01833_img.jpg,Cheops,0.984995
test_03652_img.jpg,ObservationSat1,0.984995
test_04207_img.jpg,Smart1,0.984990
test_00051_img.jpg,ObservationSat1,0.984944
test_04709_img.jpg,XMM Newton,0.984942
test_01665_img.jpg,Smart1,0.984940
test_01583_img.jpg,Proba2,0.984936
test_02898_img.jpg,Proba2,0.984916
test_00251_img.jpg,Smart1,0.984897
test_02749_img.jpg,Smart1,0.984877
test_02218_img.jpg,ObservationSat1,0.984832
test_00027_img.jpg,Proba2,0.984824
test_04128_img.jpg,ObservationSat1,0.984780
test_01956_img.jpg,Proba2,0.984766
test_00514_img.jpg,LisaPathfinder,0.984763
test_02113_img.jpg,LisaPathfinder,0.984734
test_03909_img.jpg,XMM Newton,0.984732
test_02911_img.jpg,LisaPathfinder,0.984729
test_02517_img.jpg,ObservationSat1,0.984715
test_04628_img.jpg,XMM Newton,0.984681
test_01016_img.jpg,ObservationSat1,0.984666
test_02274_img.jpg,XMM Newton,0.984663
test_04243_img.jpg,XMM Newton,0.984637
test_00443_img.jpg,LisaPathfinder,0.984599
test_02927_img.jpg,Proba2,0.984597
test_02691_img.jpg,Proba2,0.984576
test_01470_img.jpg,ObservationSat1,0.984569
test_04563_img.jpg,Proba2,0.984568
test_00084_img.jpg,XMM Newton,0.984560
test_02179_img.jpg,Proba2,0.984541
test_00107_img.jpg,XMM Newton,0.984540
test_03414_img.jpg,XMM Newton,0.984479
test_02628_img.jpg,XMM Newton,0.984473
test_00067_img.jpg,XMM Newton,0.984464
test_03138_img.jpg,ObservationSat1,0.984457
test_01020_img.jpg,ObservationSat1,0.984423
test_04520_img.jpg,Proba2,0.984415
test_03053_img.jpg,Cheops,0.984396
test_00576_img.jpg,Cheops,0.984380
test_01640_img.jpg,ObservationSat1,0.984377
test_01742_img.jpg,Cheops,0.984369
test_03603_img.jpg,ObservationSat1,0.984350
test_02246_img.jpg,Proba2,0.984342
test_00292_img.jpg,Smart1,0.984338
test_02703_img.jpg,Proba2,0.984293
test_03936_img.jpg,Proba2,0.984278
test_04703_img.jpg,XMM Newton,0.984253
test_01139_img.jpg,XMM Newton,0.984225
test_00287_img.jpg,LisaPathfinder,0.984191
test_03474_img.jpg,Proba2,0.984189
test_02422_img.jpg,Proba3,0.984188
test_02235_img.jpg,Proba2,0.984182
test_03993_img.jpg,XMM Newton,0.984168
test_02698_img.jpg,XMM Newton,0.984162
test_02876_img.jpg,Proba2,0.984161
test_02680_img.jpg,XMM Newton,0.984148
test_04643_img.jpg,Proba2,0.984136
test_03236_img.jpg,Smart1,0.984105
test_03262_img.jpg,Cheops,0.984097
test_04172_img.jpg,Proba2,0.984094
test_00916_img.jpg,Proba3ocs,0.984093
test_03528_img.jpg,Proba3ocs,0.984076
test_01542_img.jpg,LisaPathfinder,0.984065
test_00624_img.jpg,XMM Newton,0.984048
test_02343_img.jpg,Proba3,0.984042
test_01329_img.jpg,Proba2,0.984014
test_00990_img.jpg,Cheops,0.983992
test_03861_img.jpg,ObservationSat1,0.983986
test_00028_img.jpg,XMM Newton,0.983982
test_00190_img.jpg,LisaPathfinder,0.983961
test_03440_img.jpg,Proba3,0.983927
test_02005_img.jpg,XMM Newton,0.983926
test_03215_img.jpg,Proba2,0.983919
test_01005_img.jpg,Proba2,0.983906
test_04486_img.jpg,ObservationSat1,0.983889
test_04217_img.jpg,LisaPathfinder,0.983859
test_04012_img.jpg,XMM Newton,0.983854
test_01942_img.jpg,XMM Newton,0.983789
test_02339_img.jpg,ObservationSat1,0.983785
test_01205_img.jpg,Proba3ocs,0.983782
test_02145_img.jpg,Cheops,0.983782
test_01113_img.jpg,LisaPathfinder,0.983774
test_03730_img.jpg,Cheops,0.983771
test_03372_img.jpg,Cheops,0.983757
test_01954_img.jpg,XMM Newton,0.983689
test_02480_img.jpg,Proba2,0.983687
test_03229_img.jpg,XMM Newton,0.983679
test_03279_img.jpg,XMM Newton,0.983662
test_02666_img.jpg,Cheops,0.983661
test_00460_img.jpg,ObservationSat1,0.983641
test_00998_img.jpg,ObservationSat1,0.983640
test_01558_img.jpg,ObservationSat1,0.983621
test_01849_img.jpg,Proba3,0.983597
test_02167_img.jpg,Proba2,0.983575
test_04902_img.jpg,Proba2,0.983575
test_01479_img.jpg,XMM Newton,0.983538
test_01453_img.jpg,XMM Newton,0.983523
test_03038_img.jpg,Proba3,0.983515
test_03153_img.jpg,XMM Newton,0.983487
test_04432_img.jpg,ObservationSat1,0.983482
test_04778_img.jpg,LisaPathfinder,0.983479
test_04725_img.jpg,Cheops,0.983443
test_03961_img.jpg,Proba3,0.983438
test_03756_img.jpg,XMM Newton,0.983429
test_00343_img.jpg,LisaPathfinder,0.983415
test_02164_img.jpg,XMM Newton,0.983409
test_02667_img.jpg,Cheops,0.983401
test_04924_img.jpg,ObservationSat1,0.983330
test_02632_img.jpg,Cheops,0.983314
test_01826_img.jpg,Cheops,0.983313
test_01976_img.jpg,Proba3,0.983310
test_02404_img.jpg,XMM Newton,0.983296
test_00965_img.jpg,Proba3ocs,0.983295
test_01867_img.jpg,LisaPathfinder,0.983253
test_01857_img.jpg,ObservationSat1,0.983230
test_02069_img.jpg,Proba2,0.983225
test_00968_img.jpg,XMM Newton,0.983221
test_04263_img.jpg,Cheops,0.983219
test_02907_img.jpg,ObservationSat1,0.983213
test_03276_img.jpg,Proba3,0.983207
test_02756_img.jpg,ObservationSat1,0.983201
test_01467_img.jpg,Soho,0.983199
test_02985_img.jpg,Proba3,0.983191
test_01800_img.jpg,Proba3ocs,0.983169
test_03764_img.jpg,LisaPathfinder,0.983155
test_01486_img.jpg,Proba3,0.983122
test_00457_img.jpg,Proba3,0.983103
test_03794_img.jpg,XMM Newton,0.983072
test_04920_img.jpg,XMM Newton,0.983069
test_01148_img.jpg,ObservationSat1,0.983045
test_03244_img.jpg,XMM Newton,0.983034
test_00072_img.jpg,ObservationSat1,0.983031
test_00961_img.jpg,Cheops,0.982997
test_03396_img.jpg,Proba2,0.982994
test_03721_img.jpg,Smart1,0.982992
test_03535_img.jpg,ObservationSat1,0.982991
test_02551_img.jpg,Proba3,0.982989
test_01959_img.jpg,ObservationSat1,0.982974
test_00513_img.jpg,XMM Newton,0.982968
test_00070_img.jpg,LisaPathfinder,0.982950
test_03378_img.jpg,Proba3,0.982924
test_01902_img.jpg,ObservationSat1,0.982919
test_04157_img.jpg,Proba3,0.982909
test_02925_img.jpg,Cheops,0.982886
test_02764_img.jpg,XMM Newton,0.982879
test_00798_img.jpg,ObservationSat1,0.982862
test_00316_img.jpg,ObservationSat1,0.982851
test_00001_img.jpg,Proba3,0.982848
test_03660_img.jpg,Proba2,0.982844
test_02206_img.jpg,XMM Newton,0.982827
test_03601_img.jpg,Cheops,0.982819
test_01602_img.jpg,XMM Newton,0.982806
test_02387_img.jpg,Cheops,0.982793
test_03830_img.jpg,ObservationSat1,0.982788
test_01515_img.jpg,Proba2,0.982780
test_02840_img.jpg,VenusExpress,0.982770
test_04123_img.jpg,ObservationSat1,0.982759
test_04997_img.jpg,Proba3,0.982748
test_04492_img.jpg,Cheops,0.982723
test_00792_img.jpg,Proba2,0.982720
test_03763_img.jpg,ObservationSat1,0.982716
test_02693_img.jpg,XMM Newton,0.982715
test_01200_img.jpg,Cheops,0.982705
test_01560_img.jpg,LisaPathfinder,0.982695
test_01992_img.jpg,XMM Newton,0.982695
test_04602_img.jpg,Cheops,0.982683
test_04193_img.jpg,XMM Newton,0.982668
test_03265_img.jpg,LisaPathfinder,0.982666
test_04986_img.jpg,Proba2,0.982663
test_01450_img.jpg,ObservationSat1,0.982653
test_04461_img.jpg,ObservationSat1,0.982650
test_00835_img.jpg,Proba3ocs,0.982639
test_02892_img.jpg,Proba3,0.982614
test_00677_img.jpg,Proba3,0.982606
test_00996_img.jpg,LisaPathfinder,0.982573
test_00366_img.jpg,Proba3,0.982569
test_01557_img.jpg,Cheops,0.982560
test_01494_img.jpg,Proba2,0.982556
test_01208_img.jpg,Proba3,0.982523
test_02473_img.jpg,XMM Newton,0.982522
test_02183_img.jpg,Proba2,0.982514
test_02490_img.jpg,XMM Newton,0.982484
test_01372_img.jpg,XMM Newton,0.982484
test_01076_img.jpg,XMM Newton,0.982483
test_03787_img.jpg,LisaPathfinder,0.982483
test_03779_img.jpg,XMM Newton,0.982475
test_02238_img.jpg,Proba2,0.982446
test_02905_img.jpg,Proba2,0.982445
test_01983_img.jpg,ObservationSat1,0.982436
test_01279_img.jpg,Cheops,0.982426
test_02626_img.jpg,Proba2,0.982386
test_04159_img.jpg,Proba2,0.982378
test_02156_img.jpg,LisaPathfinder,0.982369
test_01709_img.jpg,Proba3ocs,0.982353
test_00238_img.jpg,Proba3ocs,0.982352
test_00208_img.jpg,LisaPathfinder,0.982344
test_03507_img.jpg,LisaPathfinder,0.982321
test_01482_img.jpg,XMM Newton,0.982291
test_03638_img.jpg,Proba2,0.982263
test_04440_img.jpg,XMM Newton,0.982252
test_04179_img.jpg,LisaPathfinder,0.982248
test_02668_img.jpg,ObservationSat1,0.982241
test_01140_img.jpg,ObservationSat1,0.982216
test_04952_img.jpg,XMM Newton,0.982205
test_02043_img.jpg,Proba2,0.982205
test_04547_img.jpg,Smart1,0.982168
test_02417_img.jpg,Proba2,0.982167
test_02362_img.jpg,Smart1,0.982138
test_00742_img.jpg,Proba2,0.982133
test_01594_img.jpg,Smart1,0.982126
test_03033_img.jpg,Soho,0.982098
test_00565_img.jpg,LisaPathfinder,0.982090
test_03520_img.jpg,ObservationSat1,0.982065
test_03955_img.jpg,LisaPathfinder,0.982030
test_01904_img.jpg,XMM Newton,0.982027
test_04589_img.jpg,Proba2,0.982027
test_02253_img.jpg,XMM Newton,0.982020
test_03809_img.jpg,Smart1,0.982001
test_01399_img.jpg,LisaPathfinder,0.981994
test_01290_img.jpg,VenusExpress,0.981993
test_04285_img.jpg,Proba3ocs,0.981989
test_02611_img.jpg,Smart1,0.981938
test_02874_img.jpg,ObservationSat1,0.981932
test_04106_img.jpg,Cheops,0.981926
test_03854_img.jpg,Proba2,0.981917
test_03464_img.jpg,LisaPathfinder,0.981907
test_04742_img.jpg,Proba3ocs,0.981896
test_04617_img.jpg,ObservationSat1,0.981879
test_01838_img.jpg,Soho,0.981873
test_02729_img.jpg,Proba2,0.981866
test_02889_img.jpg,XMM Newton,0.981862
test_04459_img.jpg,XMM Newton,0.981843
test_02515_img.jpg,LisaPathfinder,0.981833
test_02690_img.jpg,Cheops,0.981830
test_04166_img.jpg,LisaPathfinder,0.981816
test_02396_img.jpg,VenusExpress,0.981807
test_02191_img.jpg,LisaPathfinder,0.981798
test_04846_img.jpg,Proba2,0.981797
test_00227_img.jpg,XMM Newton,0.981790
test_04475_img.jpg,Proba2,0.981787
test_02398_img.jpg,Proba3ocs,0.981772
test_02405_img.jpg,Soho,0.981771
test_04857_img.jpg,ObservationSat1,0.981762
test_02740_img.jpg,ObservationSat1,0.981760
test_02319_img.jpg,Proba3ocs,0.981756
test_01299_img.jpg,Cheops,0.981745
test_03766_img.jpg,ObservationSat1,0.981745
test_02134_img.jpg,Proba3,0.981734
test_00489_img.jpg,Proba2,0.981727
test_01673_img.jpg,XMM Newton,0.981724
test_03584_img.jpg,Cheops,0.981714
test_03476_img.jpg,XMM Newton,0.981700
test_03823_img.jpg,ObservationSat1,0.981684
test_01429_img.jpg,Proba2,0.981666
test_01795_img.jpg,XMM Newton,0.981665
test_00571_img.jpg,Proba3ocs,0.981665
test_04261_img.jpg,Cheops,0.981663
test_00014_img.jpg,ObservationSat1,0.981662
test_00578_img.jpg,XMM Newton,0.981653
test_04789_img.jpg,ObservationSat1,0.981645
test_01828_img.jpg,XMM Newton,0.981638
test_01578_img.jpg,Cheops,0.981626
test_02799_img.jpg,VenusExpress,0.981618
test_03661_img.jpg,ObservationSat1,0.981611
test_02359_img.jpg,ObservationSat1,0.981610
test_00599_img.jpg,XMM Newton,0.981604
test_03563_img.jpg,XMM Newton,0.981603
test_03495_img.jpg,Proba2,0.981602
test_04509_img.jpg,LisaPathfinder,0.981601
test_00794_img.jpg,Proba2,0.981601
test_01572_img.jpg,Proba2,0.981598
test_02330_img.jpg,Proba2,0.981573
test_03067_img.jpg,Cheops,0.981561
test_00479_img.jpg,Proba2,0.981561
test_03842_img.jpg,LisaPathfinder,0.981526
test_01712_img.jpg,ObservationSat1,0.981511
test_02116_img.jpg,ObservationSat1,0.981471
test_00480_img.jpg,Smart1,0.981470
test_00991_img.jpg,XMM Newton,0.981460
test_01548_img.jpg,Soho,0.981456
test_03957_img.jpg,LisaPathfinder,0.981434
test_00306_img.jpg,LisaPathfinder,0.981428
test_01128_img.jpg,ObservationSat1,0.981428
test_04700_img.jpg,LisaPathfinder,0.981414
test_04837_img.jpg,LisaPathfinder,0.981406
test_04447_img.jpg,Cheops,0.981391
test_03326_img.jpg,Proba3ocs,0.981390
test_03616_img.jpg,XMM Newton,0.981384
test_00827_img.jpg,Smart1,0.981369
test_00250_img.jpg,Proba3,0.981365
test_04343_img.jpg,LisaPathfinder,0.981364
test_00952_img.jpg,XMM Newton,0.981355
test_04083_img.jpg,LisaPathfinder,0.981348
test_01013_img.jpg,VenusExpress,0.981343
test_04601_img.jpg,Cheops,0.981329
test_01536_img.jpg,XMM Newton,0.981325
test_00407_img.jpg,Proba3,0.981321
test_03439_img.jpg,Cheops,0.981305
test_04610_img.jpg,Cheops,0.981304
test_01757_img.jpg,XMM Newton,0.981262
test_03937_img.jpg,XMM Newton,0.981262
test_04941_img.jpg,VenusExpress,0.981253
test_00926_img.jpg,LisaPathfinder,0.981248
test_03803_img.jpg,LisaPathfinder,0.981243
test_03790_img.jpg,XMM Newton,0.981238
test_01055_img.jpg,XMM Newton,0.981233
test_04448_img.jpg,LisaPathfinder,0.981222
test_00075_img.jpg,Proba3ocs,0.981217
test_01106_img.jpg,Proba2,0.981206
test_01695_img.jpg,Proba2,0.981205
test_01323_img.jpg,Cheops,0.981167
test_04269_img.jpg,Proba3,0.981162
test_02445_img.jpg,Proba2,0.981149
test_00275_img.jpg,ObservationSat1,0.981143
test_00573_img.jpg,ObservationSat1,0.981136
test_04869_img.jpg,Cheops,0.981136
test_02086_img.jpg,ObservationSat1,0.981134
test_03088_img.jpg,LisaPathfinder,0.981131
test_01586_img.jpg,Proba2,0.981124
test_00646_img.jpg,VenusExpress,0.981122
test_04984_img.jpg,Smart1,0.981118
test_01819_img.jpg,Proba3,0.981105
test_02126_img.jpg,ObservationSat1,0.981095
test_00390_img.jpg,Cheops,0.981092
test_01097_img.jpg,Soho,0.981090
test_02605_img.jpg,Proba2,0.981086
test_01661_img.jpg,Proba2,0.981065
test_00718_img.jpg,ObservationSat1,0.981056
test_01685_img.jpg,ObservationSat1,0.981054
test_01974_img.jpg,Proba2,0.981043
test_01840_img.jpg,ObservationSat1,0.981024
test_02104_img.jpg,LisaPathfinder,0.981019
test_04173_img.jpg,Proba2,0.981014
test_00439_img.jpg,LisaPathfinder,0.981012
test_03970_img.jpg,Cheops,0.981008
test_02121_img.jpg,Proba3ocs,0.981005
test_04341_img.jpg,Proba2,0.980988
test_03596_img.jpg,VenusExpress,0.980987
test_03720_img.jpg,Soho,0.980981
test_01587_img.jpg,Smart1,0.980975
test_04727_img.jpg,Cheops,0.980963
test_02757_img.jpg,Proba3,0.980958
test_01814_img.jpg,LisaPathfinder,0.980931
test_03534_img.jpg,ObservationSat1,0.980928
test_04808_img.jpg,ObservationSat1,0.980927
test_01023_img.jpg,ObservationSat1,0.980922
test_03093_img.jpg,Cheops,0.980911
test_01533_img.jpg,ObservationSat1,0.980879
test_04759_img.jpg,LisaPathfinder,0.980842
test_03691_img.jpg,Proba3,0.980841
test_04995_img.jpg,XMM Newton,0.980827
test_01324_img.jpg,ObservationSat1,0.980824
test_02738_img.jpg,LisaPathfinder,0.980821
test_04774_img.jpg,Cheops,0.980814
test_02615_img.jpg,ObservationSat1,0.980805
test_00484_img.jpg,ObservationSat1,0.980801
test_00566_img.jpg,Cheops,0.980801
test_04723_img.jpg,Proba2,0.980788
test_02941_img.jpg,VenusExpress,0.980786
test_04357_img.jpg,Proba3ocs,0.980784
test_02804_img.jpg,ObservationSat1,0.980779
test_03345_img.jpg,ObservationSat1,0.980774
test_03718_img.jpg,ObservationSat1,0.980766
test_00550_img.jpg,Smart1,0.980766
test_02296_img.jpg,XMM Newton,0.980739
test_02807_img.jpg,Smart1,0.980738
test_04209_img.jpg,ObservationSat1,0.980716
test_01932_img.jpg,VenusExpress,0.980716
test_01228_img.jpg,Cheops,0.980701
test_02833_img.jpg,LisaPathfinder,0.980699
test_02492_img.jpg,Smart1,0.980698
test_01765_img.jpg,Proba3ocs,0.980680
test_00678_img.jpg,Proba2,0.980679
test_04981_img.jpg,XMM Newton,0.980666
test_03361_img.jpg,VenusExpress,0.980662
test_03963_img.jpg,Proba2,0.980638
test_02739_img.jpg,Soho,0.980636
test_03220_img.jpg,LisaPathfinder,0.980631
test_01634_img.jpg,LisaPathfinder,0.980606
test_03512_img.jpg,Cheops,0.980603
test_04611_img.jpg,VenusExpress,0.980599
test_03758_img.jpg,ObservationSat1,0.980592
test_04559_img.jpg,XMM Newton,0.980591
test_00416_img.jpg,VenusExpress,0.980575
test_01518_img.jpg,Smart1,0.980563
test_02088_img.jpg,LisaPathfinder,0.980562
test_00223_img.jpg,ObservationSat1,0.980561
test_02269_img.jpg,Cheops,0.980558
test_04658_img.jpg,ObservationSat1,0.980557
test_04381_img.jpg,Cheops,0.980543
test_04044_img.jpg,Proba2,0.980541
test_04457_img.jpg,VenusExpress,0.980536
test_04181_img.jpg,Cheops,0.980535
test_02998_img.jpg,ObservationSat1,0.980527
test_03371_img.jpg,Proba3ocs,0.980527
test_00637_img.jpg,Proba3,0.980524
test_02321_img.jpg,XMM Newton,0.980519
test_02019_img.jpg,Smart1,0.980498
test_03430_img.jpg,LisaPathfinder,0.980488
test_00928_img.jpg,Proba3,0.980482
test_00768_img.jpg,ObservationSat1,0.980476
test_04649_img.jpg,ObservationSat1,0.980475
test_02323_img.jpg,XMM Newton,0.980471
test_02834_img.jpg,ObservationSat1,0.980463
test_03680_img.jpg,XMM Newton,0.980446
test_00464_img.jpg,Proba3ocs,0.980446
test_03570_img.jpg,XMM Newton,0.980438
test_03048_img.jpg,Cheops,0.980436
test_04201_img.jpg,Proba2,0.980416
test_00938_img.jpg,LisaPathfinder,0.980413
test_02885_img.jpg,Smart1,0.980401
test_01971_img.jpg,Proba2,0.980388
test_00398_img.jpg,Proba3,0.980383
test_04302_img.jpg,ObservationSat1,0.980355
test_03958_img.jpg,Proba3ocs,0.980355
test_00123_img.jpg,Proba2,0.980346
test_00682_img.jpg,LisaPathfinder,0.980333
test_04246_img.jpg,Proba3ocs,0.980321
test_03907_img.jpg,XMM Newton,0.980320
test_04127_img.jpg,ObservationSat1,0.980317
test_01116_img.jpg,Proba3,0.980312
test_04770_img.jpg,XMM Newton,0.980304
test_01769_img.jpg,Proba3,0.980301
test_03994_img.jpg,LisaPathfinder,0.980297
test_01804_img.jpg,Proba3,0.980290
test_02768_img.jpg,XMM Newton,0.980285
test_04030_img.jpg,Smart1,0.980219
test_03480_img.jpg,ObservationSat1,0.980207
test_01192_img.jpg,Proba3,0.980201
test_04615_img.jpg,ObservationSat1,0.980199
test_03748_img.jpg,Proba2,0.980196
test_03753_img.jpg,Cheops,0.980189
test_03227_img.jpg,ObservationSat1,0.980179
test_04844_img.jpg,VenusExpress,0.980178
test_02924_img.jpg,Proba2,0.980161
test_03867_img.jpg,Proba3ocs,0.980161
test_01553_img.jpg,Cheops,0.980158
test_04333_img.jpg,XMM Newton,0.980157
test_01624_img.jpg,LisaPathfinder,0.980157
test_00456_img.jpg,Cheops,0.980157
test_01216_img.jpg,ObservationSat1,0.980155
test_04525_img.jpg,Proba3ocs,0.980153
test_01791_img.jpg,Proba3,0.980141
test_01256_img.jpg,Proba2,0.980139
test_03628_img.jpg,Proba3ocs,0.980131
test_04518_img.jpg,Proba2,0.980126
test_04351_img.jpg,Cheops,0.980125
test_00854_img.jpg,Proba2,0.980119
test_03084_img.jpg,Cheops,0.980113
test_01188_img.jpg,XMM Newton,0.980111
test_00182_img.jpg,Proba3ocs,0.980104
test_03390_img.jpg,Proba3,0.980098
test_00891_img.jpg,Proba3,0.980093
test_00362_img.jpg,ObservationSat1,0.980092
test_01204_img.jpg,Proba3,0.980084
test_03102_img.jpg,VenusExpress,0.980074
test_01014_img.jpg,Proba2,0.980065
test_01117_img.jpg,Proba3ocs,0.980064
test_03246_img.jpg,Cheops,0.980056
test_00364_img.jpg,Cheops,0.980054
test_04026_img.jpg,VenusExpress,0.980050
test_00054_img.jpg,XMM Newton,0.980048
test_01713_img.jpg,Proba3,0.980042
test_01968_img.jpg,Proba3,0.980024
test_04890_img.jpg,Proba2,0.980020
test_04260_img.jpg,ObservationSat1,0.980011
test_01266_img.jpg,Proba3,0.980007
test_02133_img.jpg,LisaPathfinder,0.980006
test_03351_img.jpg,Proba3ocs,0.980005
test_02610_img.jpg,Proba2,0.980004
test_00946_img.jpg,Proba2,0.979956
